,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2005,OPAH,468,0,755,"1,132",Public,Commercial
2005,"OYSTER, EASTERN","218,588",99,"1,960,446","2,939,199",Public,Commercial
2005,"PERCH, WHITE",957,0,831,"1,246",Public,Commercial
2005,"PERCH, YELLOW","55,053",25,"68,041","102,011",Public,Commercial
2005,POLLOCK,486,0,525,787,Public,Commercial
2005,"POUT, OCEAN","6,332",3,"4,345","6,514",Public,Commercial
2005,"PUFFER, NORTHERN",418,0,"2,441","3,660",Public,Commercial
2005,"RAVEN, SEA",249,0,154,231,Public,Commercial
2005,"REDFISH, ACADIAN","2,577",1,"2,421","3,630",Public,Commercial
2005,"RUNNER, BLUE",29,0,21,31,Public,Commercial
2005,"SCALLOP, BAY","6,169",3,"105,466","158,120",Public,Commercial
2005,"SCALLOP, SEA","1,400,276",635,"3,617,174","5,423,049",Public,Commercial
2005,SCUP,"2,180,952",989,"2,023,735","3,034,085",Public,Commercial
2005,SEAROBINS **,"25,287",11,"4,694","7,037",Public,Commercial
2005,"SEATROUT, SPOTTED","19,747",9,"20,819","31,213",Public,Commercial
2005,"SHAD, AMERICAN","4,299",2,"2,032","3,046",Public,Commercial
2005,"SHAD, HICKORY","1,867",1,897,"1,345",Public,Commercial
2005,"SHARK, DOGFISH, SMOOTH","80,878",37,"38,189","57,255",Public,Commercial
2005,"SHARK, DOGFISH, SPINY","47,410",22,"11,474","17,202",Public,Commercial
2005,"SHARK, MAKO, SHORTFIN",71,0,102,153,Public,Commercial
2005,"SHARK, THRESHER",350,0,432,648,Public,Commercial
2005,"SHARKS, CHONDRICHTHYES (CLASS) **","12,835",6,"6,692","10,032",Public,Commercial
2005,"SHARKS, DOGFISH **",589,0,69,103,Public,Commercial
2005,"SHARKS, MAKO **","4,822",2,"5,391","8,082",Public,Commercial
2005,"SHRIMPS, PENAEID **",3,0,3,4,Public,Commercial
2005,"SILVERSIDES, ATHERINIDAE (FAMILY) **",100,0,90,135,Public,Commercial
2005,"SKATE, LITTLE","26,450",12,"5,473","8,205",Public,Commercial
2005,"SKATES, RAJIDAE (FAMILY) **","318,773",145,"69,386","104,027",Public,Commercial
2005,"SNAPPER, VERMILION",75,0,75,112,Public,Commercial
2005,SPADEFISH,139,0,186,279,Public,Commercial
2005,SPOT,435,0,255,382,Public,Commercial
2005,"SQUID, LONGFIN LOLIGO","6,672,286","3,027","6,031,462","9,042,672",Public,Commercial
2005,"SQUID, SHORTFIN ILLEX","16,604",8,"6,037","9,051",Public,Commercial
2005,"SQUIDS, LOLIGINIDAE **",10,0,2,3,Public,Commercial
2005,SUCKERS **,23,0,,,Public,Commercial
2005,SWORDFISH,"57,379",26,"137,228","205,739",Public,Commercial
2005,TAUTOG,"52,525",24,"129,865","194,700",Public,Commercial
2005,"TILEFISH, GOLDEN","1,140,989",518,"2,763,274","4,142,840",Public,Commercial
2005,"TILEFISH, SAND",449,0,"1,210","1,814",Public,Commercial
2005,TILEFISHES **,2,0,1,1,Public,Commercial
2005,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",96,0,284,426,Public,Commercial
2005,TRIGGERFISHES **,"2,132",1,"3,204","4,804",Public,Commercial
2005,"TROUT, RAINBOW","19,953",9,"16,490","24,723",Public,Commercial
2005,"TUNA, ALBACORE","43,859",20,"26,099","39,129",Public,Commercial
2005,"TUNA, BIGEYE","26,549",12,"107,241","160,781",Public,Commercial
2005,"TUNA, BLUEFIN","2,589",1,"8,662","12,987",Public,Commercial
2005,"TUNA, LITTLE TUNNY",576,0,208,312,Public,Commercial
2005,"TUNA, YELLOWFIN","30,232",14,"83,706","125,496",Public,Commercial
2005,TUNAS **,129,0,322,483,Public,Commercial
2005,"VERTEBRATES, JAWED","47,885",22,"44,927","67,352",Public,Commercial
2005,WAHOO,76,0,126,189,Public,Commercial
2005,WEAKFISH,"90,238",41,"101,240","151,784",Public,Commercial
2005,"WHELK, CHANNELED",708,0,"7,055","10,577",Public,Commercial
2005,"WHELK, KNOBBED",74,0,7,10,Public,Commercial
2005,WINDOWPANE,"23,155",11,"14,426","21,628",Public,Commercial
2006,"BASS, BLACK SEA","312,305",142,"1,037,948","1,508,645",Public,Commercial
2006,"BASS, ROCK",165,0,,,Public,Commercial
2006,"BASS, STRIPED","688,448",312,"2,040,527","2,965,882",Public,Commercial
2006,"BASS, WHITE",4,0,,,Public,Commercial
2006,BLUEFISH,"1,180,311",535,"584,213","849,147",Public,Commercial
2006,"BONITO, ATLANTIC","5,579",3,"10,723","15,586",Public,Commercial
2006,"BULLHEAD, BROWN",500,0,"1,000","1,453",Public,Commercial
2006,BURBOT,"1,022",0,519,754,Public,Commercial
2006,"CARP, COMMON","3,900",2,830,"1,206",Public,Commercial
2006,"CATFISHES, FORKTAIL **","1,040",0,"2,079","3,022",Public,Commercial
2006,"CLAM, QUAHOG, NORTHERN","1,649,772",748,"12,237,334","17,786,823",Public,Commercial
2006,"CLAM, RAZOR, ATLANTIC","43,232",20,"125,573","182,519",Public,Commercial
2006,"CLAM, SOFT","393,168",178,"2,054,963","2,986,865",Public,Commercial
2006,"CLAM, SURF, ATLANTIC","2,986,883","1,355","2,134,565","3,102,565",Public,Commercial
2006,CLAMS **,"3,926,076","1,781","2,339,378","3,400,259",Public,Commercial
2006,"COD, ATLANTIC","3,864",2,"8,633","12,548",Public,Commercial
2006,"CONCHS, TRUE **","71,951",33,"85,557","124,356",Public,Commercial
2006,"CRAB, ATLANTIC ROCK",440,0,129,188,Public,Commercial
2006,"CRAB, BLUE","870,670",395,"1,109,291","1,612,342",Public,Commercial
2006,"CRAB, HORSESHOE","172,386",78,"87,618","127,352",Public,Commercial
2006,"CRAB, JONAH","24,465",11,"12,144","17,651",Public,Commercial
2006,"CRABS, DECAPODA (ORDER) **","2,970",1,"1,756","2,552",Public,Commercial
2006,"CROAKER, ATLANTIC","1,437",1,"1,013","1,472",Public,Commercial
2006,CRUSTACEANS **,"4,088",2,768,"1,116",Public,Commercial
2006,CUNNER,"3,607",2,"8,631","12,545",Public,Commercial
2006,DOLPHINFISH **,"3,421",2,"5,994","8,712",Public,Commercial
2006,"DORY, BUCKLER","11,601",5,"11,390","16,555",Public,Commercial
2006,"DRUM, BLACK",36,0,36,52,Public,Commercial
2006,"DRUM, FRESHWATER",1,0,,,Public,Commercial
2006,DRUMS **,225,0,102,148,Public,Commercial
2006,"EEL, AMERICAN","3,927",2,"3,368","4,895",Public,Commercial
2006,"EEL, CONGER",432,0,140,203,Public,Commercial
2006,FLATFISHES **,"5,640",3,"8,587","12,481",Public,Commercial
2006,"FLOUNDER, AMERICAN PLAICE",10,0,20,29,Public,Commercial
2006,"FLOUNDER, FOURSPOT","9,346",4,"6,194","9,003",Public,Commercial
2006,"FLOUNDER, SUMMER","1,219,701",553,"3,409,171","4,955,190",Public,Commercial
2006,"FLOUNDER, WINTER","366,194",166,"720,220","1,046,831",Public,Commercial
2006,"FLOUNDER, WITCH","11,426",5,"17,976","26,128",Public,Commercial
2006,"FLOUNDER, YELLOWTAIL","31,079",14,"55,896","81,244",Public,Commercial
2006,GOOSEFISH,"1,169,653",531,"1,445,521","2,101,048",Public,Commercial
2006,"HAKE, OFFSHORE","77,573",35,"40,834","59,352",Public,Commercial
2006,"HAKE, RED","51,740",23,"27,263","39,626",Public,Commercial
2006,"HAKE, SILVER","2,488,125","1,129","1,757,352","2,554,291",Public,Commercial
2006,"HAKE, WHITE","45,750",21,"27,397","39,821",Public,Commercial
2006,"HAKES, RED AND WHITE **","1,100",0,582,846,Public,Commercial
2006,HARVESTFISHES **,"470,534",213,"364,868","530,331",Public,Commercial
2006,"HERRING, ATLANTIC","300,909",136,"846,231","1,229,987",Public,Commercial
2006,"HERRING, BLUEBACK","11,111",5,"3,069","4,461",Public,Commercial
2006,HERRINGS **,"8,935",4,"3,677","5,344",Public,Commercial
2006,KINGFISHES **,"72,664",33,"103,567","150,533",Public,Commercial
2006,"LOBSTER, AMERICAN","1,242,601",564,"6,288,295","9,139,964",Public,Commercial
2006,"MACKEREL, ATLANTIC","132,521",60,"66,164","96,169",Public,Commercial
2006,"MACKEREL, KING",357,0,621,903,Public,Commercial
2006,"MACKEREL, SPANISH","5,720",3,"12,411","18,039",Public,Commercial
2006,MENHADENS **,"329,986",150,"34,454","50,078",Public,Commercial
2006,"MUSSEL, SEA","4,820",2,"4,820","7,006",Public,Commercial
2006,"OYSTER, EASTERN","269,305",122,"2,389,799","3,473,545",Public,Commercial
2006,"PERCH, WHITE","2,534",1,"2,877","4,182",Public,Commercial
2006,"PERCH, YELLOW","27,777",13,"37,235","54,121",Public,Commercial
2006,POLLOCK,685,0,598,869,Public,Commercial
2006,"POUT, OCEAN","8,681",4,"5,627","8,179",Public,Commercial
2006,"PUFFER, NORTHERN","1,789",1,"3,042","4,422",Public,Commercial
2006,"PUFFERS, SPHOEROIDES (GENUS) **",287,0,403,586,Public,Commercial
2006,"RAVEN, SEA",217,0,99,144,Public,Commercial
2006,"REDFISH, ACADIAN","3,488",2,"4,370","6,352",Public,Commercial
2006,"RUNNER, BLUE",11,0,9,13,Public,Commercial
2006,"SCALLOP, BAY","15,851",7,"244,445","355,298",Public,Commercial
2006,"SCALLOP, SEA","1,040,440",472,"3,519,392","5,115,395",Public,Commercial
2006,SCUP,"2,415,793","1,096","2,450,372","3,561,587",Public,Commercial
2006,SEAROBINS **,"20,218",9,"5,086","7,392",Public,Commercial
2006,"SEATROUT, SPOTTED","20,701",9,"19,212","27,924",Public,Commercial
2006,"SHAD, AMERICAN","9,271",4,"4,953","7,199",Public,Commercial
2006,"SHAD, HICKORY",140,0,36,52,Public,Commercial
2006,"SHARK, DOGFISH, SMOOTH","114,165",52,"49,382","71,776",Public,Commercial
2006,"SHARK, DOGFISH, SPINY","14,660",7,"2,224","3,233",Public,Commercial
2006,"SHARKS, CHONDRICHTHYES (CLASS) **","6,646",3,"6,927","10,068",Public,Commercial
2006,"SHARKS, DOGFISH **",464,0,66,96,Public,Commercial
2006,"SHARKS, MAKO **","3,960",2,"3,565","5,182",Public,Commercial
2006,"SHRIMP, MARINE **",54,0,29,42,Public,Commercial
2006,"SHRIMPS, PENAEID **",4,0,20,29,Public,Commercial
2006,"SILVERSIDES, ATHERINIDAE (FAMILY) **","5,300",2,"4,300","6,250",Public,Commercial
2006,"SKATE, LITTLE","21,933",10,"9,827","14,283",Public,Commercial
2006,"SKATES, RAJIDAE (FAMILY) **","483,350",219,"116,354","169,119",Public,Commercial
2006,SPADEFISH,1,0,1,1,Public,Commercial
2006,SPOT,"2,959",1,"1,189","1,728",Public,Commercial
2006,"SQUID, LONGFIN LOLIGO","6,460,059","2,930","5,843,621","8,493,635",Public,Commercial
2006,"SQUID, SHORTFIN ILLEX","42,605",19,"30,160","43,837",Public,Commercial
2006,"SQUIDS, LOLIGINIDAE **",10,0,2,3,Public,Commercial
2006,SUCKERS **,35,0,,,Public,Commercial
2006,SWORDFISH,"84,581",38,"203,730","296,119",Public,Commercial
2006,TAUTOG,"68,432",31,"183,850","267,224",Public,Commercial
2006,"TILEFISH, GOLDEN","1,297,880",589,"3,324,692","4,832,401",Public,Commercial
2006,TILEFISHES **,13,0,24,35,Public,Commercial
2006,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",75,0,75,109,Public,Commercial
2006,TRIGGERFISHES **,944,0,"1,379","2,004",Public,Commercial
2006,"TROUT, RAINBOW","4,091",2,"5,791","8,417",Public,Commercial
2006,"TUNA, ALBACORE","25,905",12,"14,770","21,468",Public,Commercial
2006,"TUNA, BIGEYE","71,288",32,"235,424","342,186",Public,Commercial
2006,"TUNA, BLUEFIN","18,307",8,"92,865","134,978",Public,Commercial
2006,"TUNA, SKIPJACK",652,0,265,385,Public,Commercial
2006,"TUNA, YELLOWFIN","56,667",26,"105,565","153,438",Public,Commercial
2006,TUNAS **,665,0,"1,682","2,445",Public,Commercial
2006,"VERTEBRATES, JAWED","46,441",21,"27,543","40,036",Public,Commercial
2006,WAHOO,153,0,230,334,Public,Commercial
2006,WEAKFISH,"152,867",69,"219,101","318,461",Public,Commercial
2006,"WHELK, CHANNELED","12,186",6,"162,283","235,876",Public,Commercial
2006,"WHELK, KNOBBED",398,0,971,"1,411",Public,Commercial
2006,"WHITEFISH, LAKE",1,0,,,Public,Commercial
2006,WINDOWPANE,"56,835",26,"32,940","47,878",Public,Commercial
2006,"WOLFFISH, ATLANTIC",28,0,46,67,Public,Commercial
2007,ALEWIFE,,,,,Confidential,Commercial
2007,AMBERJACKS **,,,,,Confidential,Commercial
2007,"ANCHOVY, BAY",,,,,Confidential,Commercial
2007,"BASS, BLACK SEA","270,417",123,"989,374","1,401,380",Public,Commercial
2007,"BASS, ROCK",33,0,,,Public,Commercial
2007,"BASS, STRIPED","731,367",332,"1,528,558","2,165,096",Public,Commercial
2007,"BASS, WHITE",6,0,,,Public,Commercial
2007,BLUEFISH,"1,468,327",666,"595,682","843,742",Public,Commercial
2007,"BONITO, ATLANTIC","12,975",6,"25,337","35,888",Public,Commercial
2007,"BULLHEAD, BROWN",535,0,"1,204","1,705",Public,Commercial
2007,BURBOT,450,0,200,283,Public,Commercial
2007,BUTTERFISH,"361,857",164,"350,914","497,046",Public,Commercial
2007,"CARP, COMMON",,,,,Confidential,Commercial
2007,"CATFISH, BLUE",,,,,Confidential,Commercial
2007,"CLAM, QUAHOG, NORTHERN","1,591,970",722,"14,224,265","20,147,684",Public,Commercial
2007,"CLAM, RAZOR, ATLANTIC","26,416",12,"77,071","109,166",Public,Commercial
2007,"CLAM, SOFT","197,686",90,"1,627,615","2,305,404",Public,Commercial
2007,"CLAM, SURF, ATLANTIC","9,161,113","4,155","5,932,387","8,402,814",Public,Commercial
2007,COBIA,,,,,Confidential,Commercial
2007,"COD, ATLANTIC","17,581",8,"39,325","55,701",Public,Commercial
2007,CONCHS **,"64,720",29,"62,983","89,211",Public,Commercial
2007,"CRAB, ATLANTIC ROCK","11,514",5,"4,572","6,476",Public,Commercial
2007,"CRAB, BLUE","714,628",324,"1,214,868","1,720,776",Public,Commercial
2007,"CRAB, GREEN","169,603",77,"218,788","309,898",Public,Commercial
2007,"CRAB, HORSESHOE","796,253",361,"498,031","705,426",Public,Commercial
2007,"CRAB, JONAH","242,000",110,"91,149","129,107",Public,Commercial
2007,"CRAB, LADY","9,025",4,,,Public,Commercial
2007,"CRAB, RED DEEPSEA",,,,,Confidential,Commercial
2007,"CRABS, BRACHYURA **",231,0,239,339,Public,Commercial
2007,"CRABS, HERMIT, PAGURUS (GENUS) **","19,112",9,"10,703","15,160",Public,Commercial
2007,"CRABS, SPIDER **","19,630",9,"7,852","11,122",Public,Commercial
2007,"CROAKER, ATLANTIC",618,0,450,637,Public,Commercial
2007,CRUSTACEANS **,,,,,Confidential,Commercial
2007,"CUCUMBERS, SEA **",,,,,Confidential,Commercial
2007,CUNNER,"3,004",1,"11,252","15,938",Public,Commercial
2007,CUSK,,,,,Confidential,Commercial
2007,DOLPHINFISH **,"4,528",2,"8,533","12,086",Public,Commercial
2007,"DORY, BUCKLER","9,631",4,"10,164","14,397",Public,Commercial
2007,"DRUM, BLACK",,,,,Confidential,Commercial
2007,DRUMS **,329,0,188,266,Public,Commercial
2007,"EEL, AMERICAN","4,480",2,"2,419","3,427",Public,Commercial
2007,"EEL, CONGER",593,0,161,228,Public,Commercial
2007,ESCOLAR,,,,,Confidential,Commercial
2007,FLATFISHES **,"2,029",1,"2,716","3,847",Public,Commercial
2007,"FLOUNDER, AMERICAN PLAICE",,,,,Confidential,Commercial
2007,"FLOUNDER, FOURSPOT","13,839",6,"6,687","9,472",Public,Commercial
2007,"FLOUNDER, SOUTHERN",,,,,Confidential,Commercial
2007,"FLOUNDER, SUMMER","941,935",427,"3,132,522","4,437,000",Public,Commercial
2007,"FLOUNDER, WINTER","399,918",181,"805,201","1,140,511",Public,Commercial
2007,"FLOUNDER, WITCH","5,108",2,"12,137","17,191",Public,Commercial
2007,"FLOUNDER, YELLOWTAIL","49,634",23,"107,000","151,558",Public,Commercial
2007,GOOSEFISH,"1,860,127",844,"2,030,496","2,876,056",Public,Commercial
2007,"GOOSEFISH, BLACKFIN",,,,,Confidential,Commercial
2007,"GROUPER, YELLOWEDGE",,,,,Confidential,Commercial
2007,HADDOCK,,,,,Confidential,Commercial
2007,"HAKE, OFFSHORE","22,187",10,"9,119","12,917",Public,Commercial
2007,"HAKE, RED","169,015",77,"78,175","110,729",Public,Commercial
2007,"HAKE, SILVER","3,562,592","1,616","2,259,735","3,200,758",Public,Commercial
2007,"HAKE, WHITE","57,728",26,"27,668","39,189",Public,Commercial
2007,"HAKES, MERLUCCIUS (GENUS) **",151,0,337,477,Public,Commercial
2007,"HAKES, RED AND WHITE **","2,866",1,"1,206","1,708",Public,Commercial
2007,"HERRING, ATLANTIC","131,397",60,"28,078","39,771",Public,Commercial
2007,"HERRING, BLUEBACK","14,314",6,"4,703","6,661",Public,Commercial
2007,HERRINGS **,"2,022",1,710,"1,006",Public,Commercial
2007,"HERRINGS, RIVER **","13,843",6,"5,895","8,350",Public,Commercial
2007,"JACK, CREVALLE",,,,,Confidential,Commercial
2007,KINGFISHES **,"6,128",3,"8,199","11,614",Public,Commercial
2007,"LOBSTER, AMERICAN","911,761",414,"4,613,511","6,534,718",Public,Commercial
2007,"MACKEREL, ATLANTIC","137,632",62,"66,201","93,768",Public,Commercial
2007,"MACKEREL, KING",153,0,416,589,Public,Commercial
2007,"MACKEREL, SPANISH","7,243",3,"18,624","26,379",Public,Commercial
2007,"MENHADEN, ATLANTIC","8,124",4,"3,622","5,130",Public,Commercial
2007,MENHADENS **,"129,155",59,"18,603","26,350",Public,Commercial
2007,MULLETS **,,,,,Confidential,Commercial
2007,MUMMICHOG,,,,,Confidential,Commercial
2007,"MUSSEL, SEA","5,730",3,"3,820","5,411",Public,Commercial
2007,"OYSTER, EASTERN","123,885",56,"2,627,163","3,721,194",Public,Commercial
2007,"PERCH, SAND",,,,,Confidential,Commercial
2007,"PERCH, WHITE",357,0,226,321,Public,Commercial
2007,"PERCH, YELLOW","43,849",20,"62,952","89,167",Public,Commercial
2007,POLLOCK,174,0,175,248,Public,Commercial
2007,PORGIES **,,,,,Confidential,Commercial
2007,"POUT, OCEAN","3,350",2,"1,752","2,482",Public,Commercial
2007,"PUFFER, NORTHERN",,,,,Confidential,Commercial
2007,"PUFFERS, TETRAODONTIDAE (FAMILY) **",,,,,Confidential,Commercial
2007,"RAVEN, SEA",968,0,426,603,Public,Commercial
2007,"RAY, COWNOSE",,,,,Confidential,Commercial
2007,"REDFISH, ACADIAN",830,0,"1,059","1,500",Public,Commercial
2007,"RUNNER, BLUE",,,,,Confidential,Commercial
2007,"SCALLOP, BAY",815,0,"110,843","157,001",Public,Commercial
2007,"SCALLOP, SEA","619,411",281,"3,871,617","5,483,877",Public,Commercial
2007,SCULPINS **,,,,,Confidential,Commercial
2007,SCUP,"2,324,603","1,054","2,348,003","3,325,784",Public,Commercial
2007,"SEAROBIN, ARMORED",,,,,Confidential,Commercial
2007,"SEAROBIN, NORTHERN",,,,,Confidential,Commercial
2007,"SEAROBIN, STRIPED","5,749",3,707,"1,001",Public,Commercial
2007,SEAROBINS **,"12,494",6,"2,698","3,822",Public,Commercial
2007,"SEATROUT, SPOTTED","14,111",6,"24,827","35,166",Public,Commercial
2007,"SHAD, AMERICAN","50,043",23,"42,405","60,063",Public,Commercial
2007,"SHAD, GIZZARD",,,,,Confidential,Commercial
2007,"SHAD, HICKORY",445,0,178,251,Public,Commercial
2007,"SHARK, ANGEL, ATLANTIC",,,,,Confidential,Commercial
2007,"SHARK, BLACKTIP",,,,,Confidential,Commercial
2007,"SHARK, DOGFISH, SMOOTH","104,411",47,"43,374","61,436",Public,Commercial
2007,"SHARK, DOGFISH, SPINY","20,425",9,"5,795","8,208",Public,Commercial
2007,"SHARK, DUSKY",,,,,Confidential,Commercial
2007,"SHARK, MAKO, LONGFIN",,,,,Confidential,Commercial
2007,"SHARK, MAKO, SHORTFIN",,,,,Confidential,Commercial
2007,"SHARK, SAND TIGER",,,,,Confidential,Commercial
2007,"SHARK, SANDBAR","18,957",9,"10,278","14,558",Public,Commercial
2007,"SHARK, THRESHER",,,,,Confidential,Commercial
2007,"SHARKS, CHONDRICHTHYES (CLASS) **","13,926",6,"6,675","9,455",Public,Commercial
2007,"SHARKS, MAKO **","5,299",2,"5,251","7,438",Public,Commercial
2007,SHEEPSHEAD,,,,,Confidential,Commercial
2007,SHRIMPS **,,,,,Confidential,Commercial
2007,"SHRIMPS, MANTIS **",,,,,Confidential,Commercial
2007,"SILVERSIDE, ATLANTIC",,,,,Confidential,Commercial
2007,"SILVERSIDES, ATHERINIDAE (FAMILY) **",,,,,Confidential,Commercial
2007,"SKATE, BARNDOOR",,,,,Confidential,Commercial
2007,"SKATE, LITTLE",,,,,Confidential,Commercial
2007,"SKATE, ROSETTE",,,,,Confidential,Commercial
2007,"SKATE, SMOOTH",962,0,405,573,Public,Commercial
2007,"SKATE, THORNY","20,623",9,"5,393","7,639",Public,Commercial
2007,"SKATE, WINTER","79,818",36,"24,114","34,156",Public,Commercial
2007,"SKATES, RAJIDAE (FAMILY) **","580,521",263,"142,541","201,899",Public,Commercial
2007,SMELTS **,,,,,Confidential,Commercial
2007,"SMELTS, HERRING **","18,905",9,"7,078","10,025",Public,Commercial
2007,"SNAPPER, RED",235,0,536,760,Public,Commercial
2007,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,,Confidential,Commercial
2007,SPOT,"1,080",0,445,631,Public,Commercial
2007,"SQUID, LONGFIN LOLIGO","5,439,117","2,467","5,159,451","7,308,004",Public,Commercial
2007,"SQUID, SHORTFIN ILLEX","5,455",2,"6,013","8,516",Public,Commercial
2007,"STARGAZER, NORTHERN",,,,,Confidential,Commercial
2007,"STARS, OTHER SEA **",,,,,Confidential,Commercial
2007,SUCKERS **,66,0,,,Public,Commercial
2007,SUNFISHES **,,,,,Confidential,Commercial
2007,SWORDFISH,"117,166",53,"336,693","476,903",Public,Commercial
2007,TAUTOG,"73,797",33,"214,636","304,016",Public,Commercial
2007,"TILEFISH, GOLDEN","1,392,945",632,"3,843,048","5,443,411",Public,Commercial
2007,"TILEFISH, SAND",,,,,Confidential,Commercial
2007,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,,Confidential,Commercial
2007,TRIGGERFISHES **,"2,170",1,"3,385","4,794",Public,Commercial
2007,"TROUT, RAINBOW","8,055",4,"12,325","17,458",Public,Commercial
2007,"TUNA, ALBACORE","38,358",17,"24,940","35,326",Public,Commercial
2007,"TUNA, BIGEYE","43,261",20,"219,123","310,373",Public,Commercial
2007,"TUNA, BLUEFIN","10,546",5,"62,432","88,431",Public,Commercial
2007,"TUNA, LITTLE TUNNY","18,577",8,"8,405","11,904",Public,Commercial
2007,"TUNA, SKIPJACK",,,,,Confidential,Commercial
2007,"TUNA, YELLOWFIN","48,523",22,"123,876","175,462",Public,Commercial
2007,TUNAS **,,,,,Confidential,Commercial
2007,"VERTEBRATES, JAWED","1,468",1,"3,083","4,367",Public,Commercial
2007,WAHOO,405,0,"1,017","1,441",Public,Commercial
2007,WEAKFISH,"86,723",39,"144,484","204,652",Public,Commercial
2007,"WHELK, LIGHTNING",,,,,Confidential,Commercial
2007,WINDOWPANE,"101,162",46,"57,695","81,722",Public,Commercial
2007,WITHHELD FOR CONFIDENTIALITY,"57,794",26,"34,059","48,242",Public,Commercial
2007,"WOLFFISH, ATLANTIC",,,,,Confidential,Commercial
2007,WRECKFISH,,,,,Confidential,Commercial
2008,ALEWIFE,,,,,Confidential,Commercial
2008,AMBERJACKS **,,,,,Confidential,Commercial
2008,"ANCHOVY, BAY",,,,,Confidential,Commercial
2008,"BASS, BLACK SEA","201,934",92,"701,810","974,736",Public,Commercial
2008,"BASS, ROCK",63,0,,,Public,Commercial
2008,"BASS, STRIPED","653,100",296,"1,637,457","2,274,246",Public,Commercial
2008,"BASS, WHITE",3,0,,,Public,Commercial
2008,"BASSES, MIXED SEA **",,,,,Confidential,Commercial
2008,BLUEFISH,"1,261,339",572,"663,326","921,286",Public,Commercial
